,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
9857,-119.71,36.74,18.0,8099.0,1670.0,4476.0,1514.0,2.4728,88300.0
9858,-119.71,36.73,19.0,3972.0,585.0,1586.0,560.0,5.2608,151400.0
9863,-119.71,34.43,18.0,1170.0,372.0,681.0,346.0,2.1974,255000.0
9870,-119.71,34.41,18.0,1225.0,317.0,694.0,306.0,3.6823,255000.0
9872,-119.72,37.46,13.0,1999.0,375.0,750.0,308.0,2.875,96000.0
9873,-119.72,37.38,16.0,2131.0,424.0,989.0,369.0,2.6071,103700.0
9874,-119.72,36.82,16.0,2627.0,613.0,1054.0,623.0,1.9483,112500.0
9876,-119.72,36.81,15.0,2175.0,564.0,1194.0,482.0,2.6767,87500.0
9878,-119.72,36.8,16.0,2396.0,526.0,1338.0,518.0,2.1653,78800.0
9879,-119.72,36.8,15.0,3045.0,689.0,1340.0,588.0,3.1953,85700.0
9882,-119.72,36.75,11.0,4832.0,993.0,2190.0,888.0,2.6611,74700.0
9884,-119.72,36.72,15.0,1713.0,246.0,766.0,232.0,6.8162,127200.0
9885,-119.72,36.71,7.0,2456.0,463.0,1350.0,424.0,3.0179,91600.0
9901,-119.73,36.83,8.0,3602.0,547.0,1959.0,580.0,5.3478,138800.0
9902,-119.73,36.83,14.0,3348.0,491.0,1584.0,493.0,5.0828,111400.0
9903,-119.73,36.81,19.0,1699.0,356.0,994.0,368.0,2.7778,79700.0
9904,-119.73,36.8,15.0,2376.0,538.0,1197.0,510.0,3.1417,74600.0
9909,-119.73,36.73,7.0,2461.0,647.0,1587.0,551.0,1.4007,225000.0
9911,-119.73,36.72,15.0,2246.0,456.0,1190.0,403.0,2.0294,70400.0
9923,-119.74,36.85,3.0,10425.0,2121.0,4432.0,1778.0,3.9032,140800.0
9924,-119.74,36.83,14.0,4675.0,829.0,2235.0,787.0,4.1098,108200.0
9925,-119.74,36.8,18.0,10862.0,2401.0,5466.0,2209.0,2.4678,74300.0
9935,-119.74,36.65,19.0,2546.0,463.0,1257.0,418.0,2.9013,89500.0
9943,-119.75,36.83,15.0,2793.0,436.0,1411.0,441.0,4.9292,109400.0
9954,-119.75,34.45,6.0,2864.0,642.0,1404.0,603.0,5.5073,263800.0
9959,-119.76,36.83,17.0,3690.0,628.0,1888.0,601.0,4.0196,84200.0
9960,-119.76,36.82,17.0,6932.0,1486.0,3056.0,1453.0,2.3375,99300.0
9978,-119.77,37.19,8.0,5212.0,872.0,2383.0,857.0,4.1099,113600.0
9979,-119.77,36.91,3.0,7520.0,1143.0,2878.0,1077.0,5.3272,174200.0
9980,-119.77,36.86,7.0,4139.0,544.0,1843.0,562.0,8.2737,193500.0
9981,-119.77,36.85,8.0,1519.0,234.0,711.0,248.0,5.9897,123600.0
9982,-119.77,36.84,15.0,2058.0,412.0,891.0,378.0,3.2569,124400.0
9983,-119.77,36.84,15.0,1924.0,262.0,848.0,277.0,5.3886,125300.0
9984,-119.77,36.83,19.0,3237.0,507.0,1378.0,510.0,4.7804,101100.0
9985,-119.77,36.83,16.0,2360.0,355.0,1034.0,359.0,5.0635,108500.0
10001,-119.77,36.32,14.0,3400.0,618.0,1867.0,612.0,3.9926,92500.0
10008,-119.78,38.69,17.0,1364.0,282.0,338.0,152.0,2.45,117600.0
10009,-119.78,36.86,8.0,3468.0,675.0,1604.0,626.0,4.2071,128300.0
10010,-119.78,36.86,10.0,2902.0,363.0,1200.0,363.0,8.3608,187300.0
10011,-119.78,36.85,12.0,782.0,166.0,292.0,164.0,2.8274,79500.0
10012,-119.78,36.84,7.0,4907.0,1075.0,2014.0,909.0,3.2147,111900.0
10013,-119.78,36.83,18.0,4164.0,741.0,1817.0,681.0,4.2153,95200.0
10025,-119.78,36.74,15.0,1461.0,415.0,924.0,356.0,2.5045,90300.0
10028,-119.78,36.31,14.0,1287.0,291.0,737.0,269.0,3.1667,126400.0
10032,-119.78,34.45,9.0,1830.0,353.0,1515.0,220.0,4.2109,450000.0
10037,-119.79,36.83,15.0,3356.0,694.0,1232.0,627.0,2.2215,72200.0
10059,-119.79,36.32,19.0,3252.0,614.0,1971.0,607.0,3.0667,75800.0
10060,-119.79,36.3,16.0,1717.0,277.0,903.0,289.0,4.3438,93100.0
10061,-119.79,36.29,6.0,1265.0,227.0,764.0,246.0,4.2917,104200.0
10066,-119.8,37.5,15.0,989.0,184.0,406.0,151.0,3.1771,121900.0
10081,-119.8,36.29,7.0,479.0,84.0,327.0,103.0,5.1728,107500.0
10086,-119.81,36.92,14.0,4795.0,710.0,2047.0,640.0,4.665,121300.0
10087,-119.81,36.85,17.0,2340.0,370.0,1174.0,396.0,4.2304,94400.0
10088,-119.81,36.83,19.0,6789.0,1200.0,2325.0,1109.0,4.049,126000.0
10089,-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,135500.0
10110,-119.81,34.44,14.0,961.0,305.0,662.0,286.0,3.2115,206300.0
10111,-119.82,37.57,13.0,1713.0,340.0,643.0,241.0,2.662,92400.0
10112,-119.82,36.84,9.0,2340.0,544.0,860.0,520.0,3.3229,119300.0
10113,-119.82,36.84,7.0,2289.0,342.0,1077.0,354.0,5.4868,158800.0
10114,-119.82,36.83,16.0,2868.0,376.0,1016.0,379.0,6.1175,144700.0
10115,-119.82,36.83,14.0,2982.0,412.0,1408.0,423.0,5.3241,123000.0
10127,-119.82,36.32,18.0,942.0,193.0,424.0,174.0,2.0673,87500.0
10132,-119.82,34.44,16.0,1414.0,463.0,793.0,439.0,3.6034,150000.0
10133,-119.83,36.83,14.0,2351.0,341.0,1128.0,363.0,6.9903,141200.0
10134,-119.83,36.82,14.0,1087.0,165.0,365.0,176.0,7.2909,155600.0
10136,-119.83,36.8,16.0,6101.0,1200.0,3407.0,1134.0,3.125,80800.0
10154,-119.84,37.48,17.0,2582.0,553.0,1087.0,423.0,2.5,104200.0
10155,-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,345900.0
10156,-119.84,36.84,12.0,2396.0,290.0,863.0,258.0,8.7716,229200.0
10157,-119.84,36.83,17.0,3012.0,408.0,987.0,362.0,7.4201,229700.0
10158,-119.84,36.82,17.0,2807.0,376.0,996.0,353.0,5.5357,167700.0
10159,-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,188300.0
10161,-119.84,36.8,16.0,2849.0,506.0,1508.0,478.0,3.4074,72700.0
10164,-119.84,36.77,6.0,1853.0,473.0,1397.0,417.0,1.4817,72000.0
10165,-119.84,36.54,19.0,1310.0,241.0,702.0,217.0,2.4375,78200.0
10167,-119.85,37.1,8.0,828.0,168.0,413.0,146.0,3.375,80700.0
10168,-119.85,36.97,13.0,2872.0,477.0,1607.0,481.0,4.475,102400.0
10169,-119.85,36.84,12.0,2272.0,304.0,840.0,305.0,8.9669,213900.0
10170,-119.85,36.83,15.0,2563.0,335.0,1080.0,356.0,6.7181,160300.0
10171,-119.85,36.83,11.0,2497.0,427.0,1101.0,405.0,4.8036,141600.0
10172,-119.85,36.82,9.0,3995.0,778.0,1691.0,712.0,3.3239,91300.0
10173,-119.85,36.82,16.0,1852.0,274.0,887.0,286.0,5.5405,119300.0
10174,-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,88900.0
10176,-119.85,36.8,14.0,4177.0,914.0,2300.0,867.0,2.9565,73000.0
10177,-119.85,36.8,14.0,1876.0,324.0,1031.0,311.0,3.6563,88800.0
10178,-119.85,36.78,8.0,3096.0,684.0,1454.0,545.0,2.7857,79700.0
10179,-119.85,36.77,9.0,1142.0,314.0,620.0,283.0,2.0446,81300.0
10181,-119.85,36.76,10.0,2067.0,450.0,845.0,354.0,1.8214,80100.0
10187,-119.86,36.82,12.0,1488.0,253.0,675.0,223.0,4.7622,89300.0
10188,-119.86,36.81,4.0,4530.0,1070.0,1804.0,837.0,3.3942,72100.0
10190,-119.86,36.78,7.0,2232.0,490.0,1274.0,499.0,2.9853,74700.0
10191,-119.86,36.45,19.0,2439.0,462.0,1416.0,469.0,2.4474,75600.0
10196,-119.87,36.93,13.0,1429.0,209.0,702.0,205.0,4.3625,111800.0
10197,-119.87,36.83,4.0,4833.0,784.0,2088.0,789.0,5.1781,122500.0
10198,-119.87,36.81,6.0,1891.0,341.0,969.0,330.0,4.6726,107800.0
10199,-119.87,36.79,8.0,2875.0,548.0,1718.0,551.0,3.6522,80200.0
10200,-119.87,36.79,7.0,1932.0,419.0,1014.0,389.0,3.0938,76700.0
10201,-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,84500.0
10206,-119.88,36.85,8.0,2580.0,372.0,1111.0,393.0,7.5,256200.0
10207,-119.88,36.83,2.0,4055.0,735.0,1730.0,654.0,4.2132,96500.0
10210,-119.88,34.43,16.0,2206.0,541.0,1227.0,554.0,3.75,223100.0
10211,-119.88,34.43,16.0,1734.0,365.0,962.0,391.0,4.4777,282500.0
10212,-119.88,34.43,14.0,2472.0,685.0,1292.0,621.0,3.3026,229500.0
10213,-119.89,36.79,5.0,3821.0,705.0,2179.0,694.0,3.7821,80400.0
10214,-119.89,36.76,17.0,1987.0,335.0,1152.0,313.0,4.1719,126400.0
10219,-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,112000.0
10220,-119.9,36.94,11.0,2513.0,408.0,1360.0,415.0,4.277,98500.0
10223,-119.91,37.23,17.0,2171.0,389.0,1042.0,375.0,3.625,94400.0
10226,-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,162500.0
10227,-119.92,36.77,18.0,1422.0,243.0,702.0,230.0,3.6204,119800.0
10228,-119.92,34.44,17.0,2143.0,324.0,1073.0,330.0,6.0321,402600.0
10230,-119.93,38.72,15.0,2061.0,465.0,573.0,196.0,2.2417,97900.0
10231,-119.93,37.85,18.0,473.0,115.0,88.0,41.0,4.0833,137500.0
10237,-119.94,37.04,14.0,1636.0,253.0,766.0,225.0,3.125,88500.0
10238,-119.95,38.95,8.0,430.0,107.0,36.0,18.0,2.625,187500.0
10243,-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,131600.0
10245,-119.96,38.84,17.0,2722.0,512.0,828.0,289.0,3.5714,109700.0
10251,-119.98,38.9,16.0,3109.0,572.0,885.0,334.0,3.5,134700.0
10258,-119.99,37.51,14.0,2878.0,617.0,1011.0,509.0,1.398,103800.0
10261,-120.0,38.93,17.0,8005.0,1382.0,999.0,383.0,3.9722,313400.0
10264,-120.0,38.87,12.0,1437.0,268.0,395.0,144.0,4.225,127600.0
10265,-120.0,38.52,16.0,3045.0,543.0,202.0,102.0,3.15,140600.0
10272,-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,86700.0
10277,-120.02,38.86,19.0,2429.0,459.0,883.0,300.0,3.017,97600.0
10278,-120.02,38.76,15.0,3142.0,618.0,725.0,285.0,4.3333,121400.0
10279,-120.02,37.72,17.0,2806.0,600.0,990.0,410.0,2.3818,88100.0
10280,-120.02,37.57,17.0,2116.0,425.0,909.0,319.0,2.7188,113100.0
10283,-120.03,38.89,15.0,3042.0,588.0,918.0,336.0,3.8333,118800.0
10290,-120.04,36.74,14.0,3182.0,730.0,2298.0,721.0,1.6168,71800.0
10291,-120.04,34.72,13.0,3942.0,585.0,1542.0,515.0,6.6054,500001.0
10301,-120.06,39.01,19.0,2967.0,528.0,112.0,48.0,4.0714,437500.0
10302,-120.06,37.02,13.0,6301.0,1080.0,3840.0,1033.0,3.5258,84900.0
10309,-120.07,37.34,16.0,1667.0,372.0,762.0,283.0,1.75,87500.0
10314,-120.07,36.74,19.0,2627.0,502.0,1295.0,441.0,3.087,88200.0
10316,-120.08,39.23,19.0,1746.0,306.0,251.0,104.0,4.8182,146900.0
10318,-120.08,37.06,18.0,402.0,76.0,213.0,71.0,1.9063,95800.0
10319,-120.08,36.97,13.0,3356.0,589.0,1458.0,601.0,3.8257,94200.0
10324,-120.08,36.34,18.0,1524.0,414.0,2030.0,356.0,2.1153,112500.0
10325,-120.08,34.64,18.0,2375.0,429.0,1048.0,369.0,4.2222,375000.0
10326,-120.08,34.62,11.0,3478.0,588.0,1693.0,582.0,4.6554,272300.0
10329,-120.09,39.4,17.0,1076.0,283.0,171.0,64.0,2.125,83900.0
10330,-120.09,37.02,9.0,1608.0,297.0,1057.0,295.0,3.7143,81600.0
10332,-120.09,34.62,18.0,2708.0,382.0,988.0,359.0,5.5194,367000.0
10333,-120.09,34.61,11.0,586.0,125.0,317.0,74.0,2.8906,84400.0
10334,-120.1,39.37,10.0,2325.0,410.0,1016.0,373.0,4.5208,117300.0
10335,-120.1,39.33,9.0,2738.0,510.0,1193.0,412.0,4.3958,124800.0
10337,-120.1,39.19,18.0,3824.0,559.0,241.0,106.0,5.5456,360000.0
10345,-120.11,39.21,18.0,2245.0,392.0,421.0,162.0,4.5795,158300.0
10346,-120.11,36.96,17.0,3344.0,570.0,1624.0,536.0,3.8952,95300.0
10347,-120.11,34.62,16.0,2943.0,394.0,959.0,359.0,6.2094,440000.0
10349,-120.12,39.18,17.0,2839.0,525.0,390.0,189.0,3.5667,179200.0
10352,-120.12,34.6,10.0,2426.0,426.0,966.0,419.0,5.5106,290900.0
10354,-120.13,37.93,5.0,111.0,26.0,58.0,25.0,1.675,112500.0
10357,-120.13,34.63,11.0,2137.0,339.0,916.0,338.0,5.5221,394900.0
10361,-120.14,34.59,9.0,2536.0,499.0,832.0,385.0,2.5743,309800.0
10363,-120.15,39.8,19.0,785.0,151.0,366.0,140.0,3.0625,82500.0
10364,-120.15,39.36,9.0,2254.0,400.0,694.0,243.0,5.6856,138100.0
10365,-120.15,39.2,14.0,1382.0,242.0,141.0,66.0,4.1016,283300.0
10367,-120.15,37.69,13.0,866.0,252.0,369.0,165.0,2.875,70200.0
10369,-120.16,39.04,18.0,2040.0,402.0,350.0,129.0,4.0313,126000.0
10370,-120.16,39.01,16.0,1463.0,264.0,54.0,26.0,4.975,206300.0
10372,-120.16,36.96,18.0,508.0,104.0,393.0,114.0,3.0,156300.0
10373,-120.16,34.61,17.0,921.0,189.0,434.0,219.0,3.0185,500001.0
10374,-120.17,39.33,18.0,1046.0,204.0,486.0,179.0,4.119,110900.0
10375,-120.17,39.33,10.0,614.0,141.0,195.0,95.0,0.9283,116300.0
10376,-120.17,39.32,14.0,2421.0,489.0,1000.0,354.0,3.5652,119800.0
10377,-120.18,39.28,14.0,10098.0,1545.0,701.0,254.0,4.0819,141300.0
10378,-120.18,39.17,18.0,1703.0,360.0,354.0,163.0,3.6563,146900.0
10380,-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,400000.0
10381,-120.19,39.35,7.0,2611.0,395.0,482.0,159.0,5.0622,174100.0
10382,-120.19,39.32,16.0,1536.0,298.0,646.0,208.0,2.3594,155700.0
10383,-120.19,38.42,11.0,1568.0,369.0,82.0,33.0,3.125,77500.0
10385,-120.19,38.03,17.0,8651.0,1579.0,2071.0,757.0,3.1076,115800.0
10390,-120.2,39.12,15.0,2146.0,361.0,197.0,76.0,4.1316,200000.0
10391,-120.2,37.84,9.0,13670.0,2453.0,2811.0,1193.0,3.2589,137900.0
10393,-120.2,34.63,14.0,2647.0,515.0,1487.0,488.0,4.4519,227900.0
10394,-120.2,34.61,15.0,2958.0,690.0,1348.0,617.0,3.8582,215200.0
10395,-120.21,39.35,7.0,914.0,159.0,85.0,34.0,4.7917,187500.0
10397,-120.22,39.35,8.0,1872.0,281.0,203.0,71.0,4.5882,198400.0
10399,-120.22,38.05,14.0,3803.0,689.0,1129.0,477.0,2.7188,137000.0
10401,-120.23,39.56,14.0,1781.0,346.0,734.0,287.0,2.46,93000.0
10402,-120.23,39.36,7.0,2045.0,358.0,245.0,92.0,4.0481,152300.0
10403,-120.23,37.98,14.0,1954.0,368.0,917.0,316.0,3.1523,93300.0
10406,-120.24,39.35,8.0,4195.0,725.0,291.0,115.0,3.4792,180800.0
10407,-120.24,38.01,11.0,1214.0,228.0,633.0,199.0,3.125,148600.0
10409,-120.25,39.34,9.0,2739.0,555.0,294.0,110.0,3.1842,162500.0
10416,-120.26,38.13,17.0,301.0,94.0,122.0,47.0,4.0583,87500.0
10417,-120.26,37.99,12.0,2726.0,517.0,1351.0,474.0,3.5,107100.0
10420,-120.27,38.31,13.0,3297.0,662.0,267.0,97.0,3.075,108300.0
10421,-120.27,38.29,10.0,3486.0,695.0,298.0,124.0,3.3542,103800.0
10422,-120.27,38.02,13.0,3839.0,715.0,1486.0,532.0,3.1875,99800.0
10425,-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,81500.0
10426,-120.27,37.11,18.0,1277.0,234.0,674.0,238.0,2.6694,75900.0
10427,-120.27,36.29,11.0,1337.0,412.0,1376.0,318.0,2.4398,87500.0
10428,-120.27,34.72,14.0,1289.0,277.0,693.0,237.0,3.2569,230800.0
10429,-120.28,38.07,13.0,1996.0,410.0,618.0,218.0,2.9083,104600.0
10430,-120.28,38.03,13.0,2095.0,391.0,860.0,331.0,3.6838,145700.0
10431,-120.28,37.9,17.0,1047.0,212.0,530.0,196.0,2.1538,153300.0
10432,-120.29,38.01,12.0,3014.0,560.0,1424.0,485.0,3.0729,105100.0
10434,-120.29,35.56,15.0,4760.0,871.0,2459.0,734.0,2.811,142100.0
10435,-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,95500.0
10436,-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,111300.0
10439,-120.3,35.1,16.0,2819.0,479.0,1068.0,365.0,4.5461,270800.0
10440,-120.31,37.64,11.0,2403.0,497.0,890.0,344.0,3.0,120800.0
10442,-120.32,38.71,13.0,1115.0,255.0,86.0,32.0,3.5667,115600.0
10443,-120.32,37.91,16.0,108.0,18.0,54.0,22.0,4.375,100000.0
10445,-120.33,38.26,13.0,2962.0,546.0,252.0,103.0,4.4063,155800.0
10446,-120.33,37.97,17.0,2530.0,526.0,1024.0,496.0,2.0057,118900.0
10448,-120.34,38.25,17.0,5497.0,1056.0,997.0,408.0,2.9821,111500.0
10449,-120.34,38.23,10.0,3757.0,722.0,546.0,223.0,3.75,121400.0
10451,-120.35,38.04,16.0,1499.0,326.0,733.0,286.0,2.5729,118800.0
10452,-120.35,37.99,3.0,1167.0,306.0,422.0,186.0,2.4191,217500.0
10453,-120.35,37.98,4.0,1658.0,301.0,676.0,278.0,3.5714,149500.0
10454,-120.35,37.95,13.0,2104.0,407.0,960.0,401.0,2.4,177000.0
10456,-120.35,37.31,17.0,605.0,159.0,416.0,83.0,2.0,87500.0
10457,-120.35,36.16,18.0,1519.0,296.0,846.0,272.0,2.7792,85300.0
10462,-120.37,38.25,13.0,4495.0,856.0,1149.0,459.0,2.5352,113700.0
10463,-120.37,38.23,13.0,4401.0,829.0,924.0,383.0,2.6942,123500.0
10467,-120.37,36.13,10.0,2522.0,533.0,1335.0,493.0,3.2639,86400.0
10468,-120.37,34.9,17.0,2649.0,386.0,1057.0,362.0,4.7813,326800.0
10469,-120.37,34.69,18.0,1868.0,315.0,747.0,265.0,4.7946,290600.0
10471,-120.38,39.82,10.0,1262.0,258.0,510.0,209.0,2.1667,92800.0
10478,-120.38,34.96,9.0,2813.0,492.0,1144.0,490.0,4.0431,226800.0
10481,-120.39,37.96,10.0,2554.0,501.0,922.0,439.0,2.1094,164000.0
10484,-120.4,38.06,12.0,1430.0,310.0,517.0,240.0,2.6544,128100.0
10485,-120.4,38.0,17.0,2098.0,370.0,912.0,354.0,2.6544,112600.0
10486,-120.4,37.98,19.0,2010.0,433.0,910.0,390.0,2.6696,121200.0
10489,-120.4,34.95,8.0,1885.0,286.0,835.0,290.0,5.0206,261000.0
10490,-120.4,34.87,10.0,2197.0,329.0,1064.0,319.0,4.9766,199600.0
10491,-120.41,38.33,17.0,1463.0,338.0,529.0,226.0,3.024,100900.0
10492,-120.41,38.03,14.0,2061.0,465.0,859.0,462.0,2.1289,115300.0
10493,-120.41,37.88,16.0,744.0,141.0,311.0,122.0,4.4231,87500.0
10496,-120.41,34.96,9.0,2712.0,428.0,1116.0,415.0,4.5536,190100.0
10498,-120.41,34.96,16.0,2299.0,403.0,1245.0,395.0,4.2125,148300.0
10499,-120.41,34.88,8.0,3119.0,620.0,1159.0,544.0,3.5288,165500.0
10500,-120.41,34.88,4.0,3680.0,559.0,1678.0,569.0,5.0639,201700.0
10502,-120.41,34.87,15.0,1534.0,251.0,761.0,240.0,4.9028,193600.0
10503,-120.41,34.86,15.0,978.0,187.0,407.0,182.0,4.375,158000.0
10505,-120.42,38.42,18.0,2912.0,663.0,999.0,411.0,2.7344,91900.0
10506,-120.42,37.95,19.0,2787.0,578.0,1208.0,532.0,2.4922,98700.0
10507,-120.42,34.97,18.0,1932.0,350.0,1071.0,346.0,4.125,139800.0
10510,-120.42,34.96,19.0,2298.0,511.0,1246.0,513.0,2.212,132000.0
10511,-120.42,34.96,14.0,2069.0,343.0,1240.0,338.0,4.5066,149800.0
10515,-120.42,34.87,18.0,2505.0,376.0,1162.0,382.0,4.8359,195700.0
10516,-120.43,38.25,13.0,763.0,161.0,311.0,125.0,2.4583,112500.0
10517,-120.43,38.02,15.0,1613.0,299.0,655.0,251.0,3.6875,186000.0
10518,-120.43,37.32,16.0,1170.0,178.0,566.0,181.0,5.2522,125300.0
10521,-120.43,35.17,16.0,947.0,163.0,477.0,137.0,3.851,315000.0
10526,-120.43,34.96,19.0,2350.0,631.0,1291.0,515.0,1.0349,130800.0
10529,-120.43,34.93,4.0,2866.0,648.0,1311.0,578.0,2.8649,186500.0
10530,-120.43,34.93,10.0,2980.0,585.0,1593.0,562.0,3.285,218300.0
10535,-120.43,34.86,17.0,3172.0,506.0,1538.0,473.0,4.3125,168100.0
10536,-120.43,34.86,17.0,1932.0,347.0,874.0,312.0,3.8203,141500.0
10538,-120.44,37.29,18.0,1260.0,268.0,576.0,263.0,1.7222,101500.0
10539,-120.44,37.28,12.0,2855.0,598.0,1658.0,586.0,2.3929,81100.0
10548,-120.44,34.93,15.0,868.0,244.0,1133.0,253.0,2.0995,87500.0
10549,-120.44,34.91,12.0,3189.0,463.0,1200.0,442.0,5.299,226800.0
10550,-120.44,34.88,9.0,3124.0,415.0,1169.0,407.0,6.7694,275100.0
10551,-120.44,34.87,13.0,2312.0,352.0,1084.0,388.0,5.038,194000.0
10552,-120.44,34.68,6.0,2187.0,277.0,697.0,273.0,6.2685,307400.0
10555,-120.44,34.64,8.0,787.0,126.0,446.0,133.0,4.6023,163400.0
10557,-120.45,37.79,8.0,2687.0,495.0,5087.0,385.0,3.1719,115400.0
10559,-120.45,37.32,19.0,3136.0,466.0,1631.0,484.0,3.6471,101400.0
10564,-120.45,34.97,10.0,1897.0,354.0,1353.0,357.0,3.7679,131300.0
10567,-120.45,34.96,11.0,1299.0,280.0,1158.0,223.0,2.5556,129200.0
10569,-120.45,34.95,10.0,2207.0,644.0,2232.0,543.0,2.375,98500.0
10572,-120.45,34.91,16.0,712.0,147.0,355.0,162.0,2.56,150000.0
10573,-120.45,34.88,15.0,2143.0,286.0,929.0,315.0,5.7306,269700.0
10582,-120.45,34.64,17.0,1226.0,277.0,484.0,224.0,3.2167,112500.0
10585,-120.46,39.83,18.0,3406.0,673.0,1567.0,617.0,2.2717,75900.0
10586,-120.46,38.15,16.0,4221.0,781.0,1516.0,697.0,2.3816,116000.0
10587,-120.46,38.09,16.0,3758.0,715.0,1777.0,615.0,3.0,122600.0
10588,-120.46,37.65,17.0,315.0,89.0,130.0,58.0,1.4464,79200.0
10590,-120.46,37.33,4.0,786.0,116.0,368.0,109.0,6.3215,138200.0
10591,-120.46,37.33,17.0,6111.0,1171.0,2950.0,1104.0,3.2852,98800.0
10595,-120.46,34.74,15.0,2185.0,386.0,827.0,336.0,5.3765,223100.0
10596,-120.46,34.71,17.0,2830.0,430.0,1035.0,416.0,4.9292,207200.0
10597,-120.46,34.66,5.0,2904.0,702.0,1302.0,618.0,3.0081,135200.0
10598,-120.46,34.65,14.0,885.0,223.0,533.0,224.0,2.5966,109300.0
10599,-120.46,34.65,10.0,2143.0,593.0,1167.0,548.0,2.0819,103300.0
10601,-120.46,34.64,16.0,686.0,217.0,614.0,200.0,0.8106,83300.0
10602,-120.46,34.64,11.0,562.0,164.0,504.0,147.0,2.0161,118800.0
10605,-120.47,37.34,9.0,2934.0,511.0,1227.0,501.0,3.6742,117200.0
10606,-120.47,37.32,15.0,3952.0,984.0,2024.0,1026.0,2.558,121600.0
10609,-120.47,37.28,19.0,1548.0,319.0,1227.0,309.0,1.7756,73300.0
10610,-120.47,35.74,9.0,4267.0,785.0,2065.0,691.0,3.7303,162700.0
10614,-120.47,34.66,4.0,3376.0,525.0,1684.0,535.0,4.9237,166600.0
10616,-120.47,34.65,16.0,2549.0,428.0,1486.0,432.0,4.2875,150700.0
10617,-120.47,34.64,8.0,2482.0,586.0,1427.0,540.0,3.071,120400.0
10618,-120.47,34.64,16.0,1912.0,406.0,1009.0,417.0,3.4063,138000.0
10621,-120.48,39.78,11.0,513.0,104.0,204.0,86.0,2.375,100000.0
10623,-120.48,37.34,8.0,6146.0,1017.0,2821.0,987.0,4.67,127600.0
10624,-120.48,37.32,13.0,3641.0,897.0,1737.0,788.0,2.1418,130600.0
10632,-120.48,34.66,4.0,1897.0,331.0,915.0,336.0,4.1563,172600.0
10634,-120.49,37.32,13.0,3474.0,927.0,2149.0,821.0,1.9528,85300.0
10635,-120.49,37.32,10.0,1275.0,255.0,620.0,240.0,3.0263,118300.0
10641,-120.5,38.87,10.0,81.0,41.0,55.0,16.0,4.9583,87500.0
10642,-120.5,37.34,16.0,1245.0,231.0,956.0,219.0,3.4559,108000.0
10643,-120.5,37.32,13.0,1936.0,384.0,1158.0,367.0,2.75,83200.0
10646,-120.5,35.03,10.0,10463.0,1756.0,4660.0,1715.0,3.5682,277300.0
10649,-120.52,35.06,11.0,1317.0,234.0,655.0,243.0,4.3611,329700.0
10650,-120.53,39.79,18.0,1234.0,266.0,543.0,201.0,2.5156,71900.0
10651,-120.54,40.29,17.0,3391.0,623.0,1529.0,571.0,3.4028,91000.0
10652,-120.54,38.75,9.0,3006.0,540.0,1102.0,418.0,3.9812,136600.0
10657,-120.55,38.46,16.0,1443.0,249.0,435.0,181.0,3.2031,129200.0
10658,-120.55,38.45,17.0,2277.0,474.0,767.0,356.0,2.5208,99100.0
10659,-120.55,38.43,18.0,1564.0,357.0,618.0,277.0,2.3549,108900.0
10660,-120.55,38.31,18.0,1411.0,312.0,592.0,230.0,1.625,94700.0
10661,-120.55,38.12,10.0,1566.0,325.0,785.0,291.0,2.5,116100.0
10665,-120.56,38.48,14.0,3545.0,702.0,946.0,411.0,3.4609,120900.0
10667,-120.56,35.13,15.0,5818.0,924.0,2324.0,845.0,4.4033,267600.0
10668,-120.56,35.07,14.0,6788.0,1216.0,2866.0,1036.0,3.3603,280200.0
10669,-120.57,40.43,15.0,2045.0,461.0,1121.0,402.0,2.6902,71500.0
10670,-120.57,39.78,15.0,1291.0,283.0,582.0,242.0,2.1216,102000.0
10671,-120.57,38.35,17.0,1504.0,358.0,661.0,250.0,2.2604,84800.0
10673,-120.57,37.35,18.0,704.0,176.0,520.0,154.0,3.003,101300.0
10674,-120.57,35.18,16.0,5209.0,917.0,2284.0,809.0,4.0403,346100.0
10676,-120.57,35.11,18.0,2920.0,556.0,1068.0,552.0,3.5242,156800.0
10680,-120.58,39.27,15.0,4126.0,903.0,723.0,266.0,3.0147,118800.0
10686,-120.59,37.39,16.0,4717.0,1119.0,3589.0,1017.0,2.1061,72800.0
10687,-120.59,37.35,15.0,3249.0,613.0,1569.0,595.0,3.5393,88000.0
10688,-120.59,35.13,8.0,6638.0,1054.0,2710.0,966.0,4.6776,295500.0
